sale_id,product_id,customer_id,sale_date,sale_amount
234,44,706,2024-03-26,347.0
235,27,287,2024-10-12,278.37
236,40,766,2024-05-10,461.96
237,9,769,2024-05-23,793.51
238,19,222,2024-07-08,895.48
239,42,574,2024-05-08,862.43
240,5,726,2024-09-13,527.22
241,18,758,2024-03-08,598.22
242,48,679,2024-01-23,486.87
243,44,707,2024-04-08,290.46
244,50,737,2024-07-20,410.7
245,13,371,2024-04-11,796.71
246,44,513,2024-04-06,18.08
247,29,360,2024-01-22,575.29
248,40,562,2024-07-22,475.66
249,16,518,2024-04-04,584.95
250,50,693,2024-12-02,11.82
251,19,735,2024-05-20,48.46
252,23,238,2024-03-30,478.95
253,1,371,2024-07-27,437.3
254,4,909,2024-02-18,405.17
255,10,2,2024-10-24,416.49
256,43,273,2024-08-29,143.65
257,19,754,2024-04-25,997.25
258,45,105,2024-04-13,331.68
259,23,848,2024-05-27,257.6
260,21,703,2024-01-03,681.79
261,15,592,2024-02-19,212.77
262,25,879,2024-02-10,280.35
263,21,462,2024-05-27,40.22
264,43,964,2024-09-29,304.75
265,4,744,2024-06-29,516.89
266,11,980,2024-02-25,772.11
267,13,261,2024-08-26,73.84
268,23,888,2024-08-09,480.62
269,46,2,2024-10-12,700.8
270,4,715,2024-08-11,459.35
271,14,102,2024-11-08,215.66
272,1,811,2024-08-18,752.53
273,28,881,2024-08-21,831.54
274,40,504,2024-02-09,861.0
275,26,968,2024-06-22,422.29
276,36,324,2024-02-21,606.01
277,42,504,2024-10-15,26.29
278,36,460,2024-07-09,893.95
279,42,200,2024-03-14,68.08
280,30,444,2024-06-04,915.98
281,33,940,2024-07-30,894.18
282,16,2,2024-08-09,406.91
283,21,348,2024-09-24,267.68
284,3,625,2024-06-20,156.93
285,24,667,2024-06-17,690.59
286,32,450,2024-07-03,795.84
287,41,862,2024-08-22,777.92
288,50,252,2024-11-06,541.53
289,24,358,2024-11-22,728.53
290,46,280,2024-07-06,722.61
291,2,80,2024-01-12,436.89
292,21,669,2024-10-14,508.95
293,21,720,2024-07-31,377.45
294,48,926,2024-11-24,152.88
295,1,503,2024-06-16,92.66
296,44,323,2024-11-10,440.18
297,26,578,2024-02-11,60.86
298,15,633,2024-06-10,533.47
299,45,917,2024-08-08,825.62
300,17,174,2024-01-22,529.34
301,26,4,2024-12-02,555.13
302,1,481,2024-01-01,495.83
303,42,741,2024-07-05,842.91
304,26,667,2024-04-29,832.59
305,12,725,2024-11-30,799.15
306,40,759,2024-04-28,684.03
307,9,90,2024-11-01,891.56
308,48,420,2024-08-18,264.37
309,14,944,2024-04-09,95.68
310,41,154,2024-06-29,704.04
311,19,915,2024-09-04,862.15
312,21,38,2024-12-09,820.56
313,39,317,2024-06-26,900.87
314,25,238,2024-06-23,532.95
315,14,334,2024-02-07,880.99
316,35,244,2024-05-09,535.24
317,10,202,2024-05-11,388.56
318,3,559,2024-07-07,364.98
319,4,663,2024-05-25,417.94
320,14,828,2024-08-25,274.56
321,36,205,2024-09-08,915.66
322,43,866,2024-07-01,522.83
323,28,440,2024-08-07,209.48
324,16,369,2024-04-02,436.43
325,7,981,2024-06-22,663.67
326,20,610,2024-01-20,977.87
327,4,228,2024-10-11,700.8
328,48,827,2024-04-21,571.23
329,14,804,2024-08-23,82.18
330,20,133,2024-02-18,59.97
331,38,652,2024-07-21,806.57
332,45,136,2024-01-09,952.41
333,16,26,2024-01-21,612.72
334,28,254,2024-02-01,295.31
335,33,539,2024-08-31,475.62
336,46,176,2024-03-14,235.42
337,39,885,2024-02-05,579.71
338,27,240,2024-02-15,706.02
339,23,169,2024-08-30,573.13
340,13,883,2024-08-21,761.88
341,2,265,2024-10-10,946.44
342,43,717,2024-06-05,116.94
343,35,92,2024-01-15,974.32
344,37,504,2024-02-01,433.41
345,30,469,2024-03-10,245.96
346,26,965,2024-10-08,593.95
347,35,287,2024-06-28,864.9
348,42,791,2024-11-21,56.82
349,27,538,2024-10-20,685.96
350,41,787,2024-12-08,876.59
351,8,828,2024-01-30,86.88
352,33,196,2024-10-04,857.02
353,38,920,2024-04-08,667.07
354,4,333,2024-04-05,619.92
355,20,755,2024-05-30,395.78
356,35,551,2024-11-29,356.31
357,25,904,2024-10-20,376.52
358,47,162,2024-06-06,270.95
359,12,12,2024-04-11,328.39
360,43,76,2024-10-24,713.16
361,19,940,2024-09-12,990.25
362,24,166,2024-01-01,940.46
363,45,661,2024-04-24,971.8
364,35,737,2024-11-13,603.55
365,44,723,2024-10-15,845.6
366,40,363,2024-02-14,77.5
367,12,776,2024-10-09,453.38
368,13,745,2024-09-22,55.91
369,30,881,2024-08-18,863.39
370,39,186,2024-07-01,705.03
371,29,492,2024-09-13,329.3
372,46,360,2024-04-13,781.78
373,25,361,2024-01-05,710.83
374,39,977,2024-11-10,54.5
375,13,539,2024-12-12,446.76
376,49,210,2024-01-31,948.73
377,25,845,2024-07-22,233.25
378,3,730,2024-01-01,851.13
379,36,601,2024-10-24,266.97
380,22,31,2024-08-05,646.34
381,31,282,2024-01-20,376.84
382,33,809,2024-01-31,489.46
383,33,186,2024-03-28,409.42
384,19,729,2024-03-28,880.87
385,36,487,2024-01-15,895.7
386,17,799,2024-12-09,16.99
387,44,57,2024-09-15,888.09
388,14,78,2024-03-02,71.81
389,50,310,2024-06-04,482.15
390,1,660,2024-05-27,963.69
391,17,855,2024-01-28,643.76
392,25,941,2024-03-30,463.32
393,23,71,2024-09-12,37.52
394,7,422,2024-08-25,214.88
395,20,64,2024-01-24,855.85
396,8,637,2024-10-13,106.34
397,24,386,2024-11-15,845.41
398,42,184,2024-11-25,958.1
399,4,480,2024-04-05,914.02
400,8,907,2024-09-14,251.79
401,44,984,2024-02-11,918.45
402,47,937,2024-01-04,750.19
403,7,80,2024-02-04,631.11
404,28,486,2024-02-03,135.5
405,13,958,2024-09-29,965.91
406,30,815,2024-07-10,632.77
407,29,972,2024-07-01,631.29
408,7,26,2024-11-18,45.19
409,27,143,2024-11-22,739.17
410,29,364,2024-07-22,716.3
411,31,442,2024-10-17,724.64
412,18,588,2024-10-26,803.74
413,3,748,2024-11-19,760.16
414,13,16,2024-10-03,694.43
415,11,204,2024-04-11,47.68
416,20,674,2024-10-31,780.91
417,25,960,2024-03-04,753.98
418,2,775,2024-03-29,134.24
419,13,933,2024-03-19,771.14
420,33,625,2024-07-31,526.63
421,36,646,2024-10-09,77.22
422,30,479,2024-06-08,922.94
423,41,275,2024-01-14,807.04
424,26,404,2024-10-09,998.8
425,3,407,2024-01-15,656.59
426,31,935,2024-09-18,274.09
427,9,644,2024-09-05,185.64
428,10,177,2024-04-24,202.32
429,8,798,2024-02-12,374.71
430,30,384,2024-05-04,226.71
431,29,168,2024-02-15,149.25
432,3,613,2024-07-09,344.23
433,18,72,2024-09-19,641.49
434,27,562,2024-10-19,284.16
435,21,690,2024-10-17,274.18
436,19,769,2024-09-08,949.45
437,19,462,2024-10-09,541.02
438,5,826,2024-05-17,122.95
439,22,39,2024-10-07,22.11
440,40,992,2024-08-26,21.52
441,42,849,2024-07-13,45.55
442,24,588,2024-09-05,341.95
443,41,530,2024-12-02,24.16
444,29,328,2024-08-30,550.67
445,2,836,2024-07-26,667.0
446,50,181,2024-07-30,507.09
447,25,311,2024-05-17,296.9
448,37,625,2024-08-16,145.46
449,34,532,2024-01-21,166.19
450,19,92,2024-01-09,818.59
451,1,406,2024-07-23,622.79
452,31,134,2024-10-25,465.7
453,25,953,2024-10-16,849.32
454,45,943,2024-01-07,30.07
455,24,643,2024-04-24,535.02
456,2,601,2024-06-23,362.39
457,29,692,2024-10-29,774.55
458,28,48,2024-03-26,261.03
459,50,792,2024-01-27,888.84
460,11,952,2024-11-10,788.93
461,15,539,2024-08-03,758.55
462,30,671,2024-07-16,153.89
463,25,732,2024-01-15,437.87
464,32,341,2024-11-13,364.74
465,48,872,2024-02-13,796.27
466,6,333,2024-07-03,110.04
467,37,269,2024-04-29,618.63
468,10,479,2024-07-28,437.85
469,32,378,2024-08-05,437.0
470,35,473,2024-01-24,399.87
471,24,831,2024-03-07,648.28
472,3,404,2024-03-20,512.21
473,9,674,2024-04-13,742.08
474,49,816,2024-07-13,130.91
475,13,3,2024-05-29,642.4
476,49,728,2024-11-18,742.75
477,44,733,2024-05-11,830.1
478,46,617,2024-02-13,94.0
479,45,682,2024-09-03,180.9
480,27,51,2024-07-30,253.1
481,7,685,2024-03-24,44.64
482,29,702,2024-02-07,751.77
483,9,735,2024-03-31,900.12
484,31,648,2024-11-15,902.91
485,20,834,2024-10-24,898.32
486,23,691,2024-05-28,238.97
487,33,4,2024-08-13,223.26
488,9,805,2024-04-22,74.99
489,5,157,2024-03-25,92.23
490,10,965,2024-03-01,990.43
491,49,732,2024-02-12,807.56
492,40,592,2024-05-14,833.02
493,2,605,2024-11-25,224.46
494,27,383,2024-04-26,211.12
495,35,219,2024-03-13,696.26
496,40,480,2024-09-28,750.62
497,16,258,2024-04-02,701.04
498,35,880,2024-08-28,362.93
499,7,131,2024-10-21,771.76
500,26,276,2024-10-02,735.63
501,25,314,2024-06-30,701.66
502,10,652,2024-04-25,863.06
503,41,128,2024-04-12,561.81
504,12,47,2024-04-02,569.72
505,21,623,2024-02-22,595.5
506,6,18,2024-05-03,409.01
507,29,676,2024-02-25,638.17
508,3,654,2024-01-06,648.04
509,14,897,2024-09-15,745.48
510,25,703,2024-02-05,245.33
511,25,809,2024-02-22,571.0
512,38,745,2024-11-17,106.21
513,50,610,2024-07-04,951.23
514,13,555,2024-04-18,651.11
515,43,417,2024-05-18,829.8
516,46,724,2024-04-29,20.8
517,2,26,2024-02-19,947.6
518,17,967,2024-01-14,282.35
519,11,835,2024-02-18,820.65
520,32,63,2024-01-07,264.1
521,27,732,2024-09-12,741.62
522,28,85,2024-11-17,282.81
523,3,97,2024-03-28,909.42
524,20,806,2024-11-15,587.17
525,2,152,2024-03-23,19.06
526,22,954,2024-12-08,191.23
527,29,110,2024-04-17,500.15
528,38,779,2024-05-29,935.95
529,43,692,2024-10-07,269.0
530,21,892,2024-01-02,465.09
531,11,480,2024-01-08,938.52
532,33,825,2024-03-08,762.62
533,1,430,2024-10-04,734.96
534,26,579,2024-12-12,499.84
535,17,972,2024-08-24,682.96
536,37,988,2024-10-14,366.75
537,4,233,2024-06-06,241.98
538,42,93,2024-06-29,108.07
539,11,672,2024-07-31,412.68
540,11,397,2024-06-10,564.67
541,34,836,2024-05-15,638.45
542,22,721,2024-11-27,628.1
543,15,675,2024-11-20,847.58
544,30,732,2024-01-20,406.46
545,12,945,2024-12-12,267.75
546,36,584,2024-05-23,140.6
547,38,398,2024-10-29,988.68
548,33,515,2024-08-25,172.31
549,11,181,2024-02-28,968.07
550,44,99,2024-07-06,270.28
551,14,853,2024-01-27,442.78
552,37,200,2024-05-23,659.38
553,26,147,2024-10-04,919.6
554,27,33,2024-01-12,987.36
555,7,124,2024-10-02,368.54
556,20,847,2024-02-15,227.65
557,2,614,2024-02-21,555.46
558,48,611,2024-05-15,302.16
559,2,323,2024-11-06,708.72
560,3,153,2024-05-13,335.16
561,15,268,2024-08-22,881.59
562,49,320,2024-01-03,344.24
563,48,482,2024-11-12,651.01
564,22,660,2024-01-10,463.98
565,47,384,2024-07-29,209.66
566,3,335,2024-12-09,534.53
567,6,53,2024-09-03,434.06
568,4,506,2024-01-03,973.85
569,38,542,2024-01-29,461.77
570,27,358,2024-01-17,618.47
571,12,946,2024-08-02,73.27
572,36,306,2024-01-06,767.38
573,31,870,2024-01-26,723.37
574,21,543,2024-10-31,875.11
575,31,991,2024-01-07,347.0
576,11,75,2024-06-17,574.17
577,36,840,2024-07-27,98.22
578,17,240,2024-02-04,811.22
579,14,65,2024-11-23,739.09
580,12,527,2024-06-22,929.58
581,35,428,2024-09-29,968.34
582,15,870,2024-10-09,836.74
583,17,322,2024-07-12,955.65
584,7,607,2024-02-24,969.84
585,31,310,2024-03-17,852.57
586,5,853,2024-03-31,757.65
587,43,58,2024-08-08,982.88
588,30,965,2024-04-19,923.32
589,11,208,2024-11-28,497.46
590,48,10,2024-12-08,991.26
591,49,43,2024-05-03,633.5
592,6,902,2024-10-25,823.15
593,21,983,2024-01-12,682.56
594,23,230,2024-01-11,333.39
595,38,970,2024-08-08,733.93
596,12,151,2024-05-02,629.98
597,5,996,2024-02-12,549.5
598,2,405,2024-09-24,363.49
599,49,340,2024-08-30,931.42
600,32,809,2024-01-30,47.85
601,50,884,2024-04-29,461.03
602,26,435,2024-02-17,628.45
603,27,187,2024-12-08,991.08
604,19,790,2024-07-06,805.69
605,36,267,2024-06-01,210.92
606,28,563,2024-09-24,571.24
607,28,413,2024-10-03,800.49
608,36,317,2024-06-03,708.43
609,32,833,2024-02-11,869.11
610,30,65,2024-05-11,97.59
611,22,251,2024-04-03,925.5
612,6,132,2024-10-10,129.85
613,33,833,2024-08-23,258.57
614,45,476,2024-09-10,126.22
615,12,261,2024-11-09,545.71
616,27,211,2024-08-02,289.48
617,45,293,2024-04-16,117.16
618,37,852,2024-04-30,125.93
619,24,472,2024-06-29,455.09
620,29,716,2024-08-24,142.7
621,19,511,2024-11-27,422.17
622,8,220,2024-10-24,443.84
623,50,169,2024-07-03,339.07
624,14,543,2024-07-15,949.52
625,16,329,2024-06-30,228.66
626,3,283,2024-11-18,51.46
627,41,833,2024-04-14,88.99
628,34,436,2024-02-28,384.46
629,36,735,2024-07-14,648.31
630,44,808,2024-02-04,608.54
631,43,444,2024-01-09,51.21
632,23,656,2024-02-26,727.33
633,2,551,2024-02-05,944.25
634,8,48,2024-08-31,310.76
635,16,879,2024-02-13,585.36
636,8,810,2024-02-03,350.57
637,12,84,2024-08-13,308.37
638,1,694,2024-06-13,520.33
639,49,847,2024-01-29,85.78
640,3,965,2024-09-22,272.01
641,44,307,2024-09-15,482.64
642,34,821,2024-09-25,876.86
643,18,318,2024-01-17,635.08
644,18,33,2024-04-22,443.36
645,37,885,2024-05-25,415.84
646,48,272,2024-03-28,217.5
647,30,381,2024-07-15,127.0
648,41,169,2024-08-18,245.43
649,46,797,2024-04-01,128.6
650,22,60,2024-05-24,303.2
651,41,606,2024-10-21,204.34
652,42,122,2024-12-06,116.85
653,43,900,2024-10-11,814.44
654,9,758,2024-04-05,408.71
655,11,556,2024-04-09,682.55
656,32,498,2024-09-08,723.05
657,46,357,2024-07-26,377.81
658,16,900,2024-02-09,796.55
659,38,902,2024-10-23,595.97
660,17,529,2024-07-26,346.23
661,13,28,2024-05-22,597.33
662,8,622,2024-07-12,642.29
663,10,108,2024-08-14,217.59
664,25,874,2024-03-15,155.35
665,18,647,2024-10-09,26.2
666,28,939,2024-07-06,773.8
667,38,300,2024-09-13,502.39
668,47,792,2024-01-06,437.94
669,15,854,2024-07-11,420.86
670,46,68,2024-10-27,982.81
671,40,278,2024-08-20,892.39
672,44,444,2024-01-31,936.71
673,24,354,2024-09-26,439.57
674,8,511,2024-04-19,496.32
675,19,182,2024-01-17,774.04
676,41,23,2024-01-01,289.82
677,15,153,2024-11-05,65.99
678,32,482,2024-11-12,854.83
679,31,90,2024-01-12,912.16
680,13,155,2024-11-20,583.42
681,6,981,2024-03-02,495.31
682,48,682,2024-04-10,735.51
683,22,853,2024-01-20,783.87
684,21,352,2024-08-22,429.63
685,29,605,2024-01-25,666.98
686,37,634,2024-10-25,748.85
687,1,158,2024-03-24,314.5
688,37,420,2024-05-07,43.21
689,36,188,2024-04-10,413.53
690,13,973,2024-03-21,569.51
691,11,604,2024-04-01,820.25
692,49,11,2024-03-13,464.59
693,43,752,2024-02-03,216.09
694,1,573,2024-09-23,713.89
695,19,98,2024-05-22,222.55
696,37,359,2024-01-14,825.61
697,33,412,2024-03-09,759.61
698,14,111,2024-04-29,218.16
699,12,943,2024-11-29,837.3
700,5,159,2024-05-08,326.5
701,37,736,2024-06-07,741.21
702,15,64,2024-07-05,543.48
703,40,52,2024-04-09,301.89
704,35,180,2024-03-25,952.58
705,41,877,2024-01-06,174.43
706,28,711,2024-09-14,436.59
707,10,70,2024-07-18,453.57
708,26,720,2024-08-06,135.73
709,23,454,2024-05-23,31.99
710,45,24,2024-01-20,870.24
711,20,660,2024-02-15,972.17
712,34,447,2024-06-29,477.41
713,20,653,2024-04-02,488.26
714,32,166,2024-05-07,995.65
715,35,708,2024-05-26,445.66
716,25,426,2024-11-07,689.23
717,27,490,2024-01-01,914.59
718,45,576,2024-06-28,536.34
719,49,420,2024-04-29,26.25
720,12,109,2024-01-23,776.92
721,19,330,2024-11-14,588.39
722,37,147,2024-02-02,290.28
723,22,361,2024-06-26,637.24
724,24,708,2024-08-15,570.95
725,21,235,2024-04-11,24.51
726,28,575,2024-03-23,37.72
727,10,632,2024-02-11,387.96
728,3,270,2024-11-15,641.76
729,43,682,2024-04-12,826.92
730,35,118,2024-11-14,39.83
731,25,742,2024-05-25,758.42
732,5,127,2024-02-21,887.49
733,43,574,2024-12-07,552.48
734,49,639,2024-05-20,552.58
735,14,487,2024-06-20,244.07
736,49,312,2024-11-04,618.6
737,24,586,2024-02-05,859.65
738,39,62,2024-03-15,152.9
739,46,49,2024-10-19,903.07
740,22,707,2024-10-20,844.24
741,48,247,2024-05-14,214.29
742,27,553,2024-06-18,765.49
743,29,296,2024-10-08,430.9
744,9,882,2024-03-06,865.89
745,18,612,2024-05-08,558.54
746,31,138,2024-09-21,948.38
747,7,447,2024-09-30,745.35
748,10,370,2024-04-17,898.44
749,9,930,2024-03-24,979.95
750,23,252,2024-09-28,274.16
751,4,174,2024-11-08,937.89
752,19,501,2024-05-01,325.51
753,21,5,2024-05-02,562.37
754,43,756,2024-04-09,995.4
755,22,169,2024-03-10,618.73
756,48,537,2024-08-02,265.59
757,48,903,2024-11-03,937.61
758,17,483,2024-07-18,957.04
759,17,253,2024-06-17,975.1
760,46,270,2024-11-29,205.73
761,45,211,2024-03-25,617.79
762,5,953,2024-10-01,212.83
763,14,867,2024-09-27,88.74
764,6,894,2024-01-04,928.67
765,13,907,2024-10-16,421.03
766,18,510,2024-08-20,157.52
767,8,846,2024-03-11,659.0
768,11,669,2024-01-07,620.31
769,5,475,2024-04-22,801.38
770,33,869,2024-01-15,856.69
771,8,617,2024-05-09,773.0
772,42,303,2024-09-25,729.66
773,15,406,2024-05-22,564.57
774,6,922,2024-04-15,821.9
775,1,946,2024-10-06,883.99
776,47,706,2024-12-13,749.08
777,21,233,2024-01-28,56.14
778,13,358,2024-09-28,832.48
779,47,121,2024-10-29,171.51
780,7,745,2024-08-12,675.27
781,23,339,2024-03-06,738.06
782,4,49,2024-02-10,429.21
783,9,340,2024-02-03,550.37
784,33,208,2024-09-05,605.16
785,26,515,2024-05-13,987.68
786,4,186,2024-01-06,913.26
787,49,883,2024-10-27,581.45
788,21,760,2024-07-03,403.32
789,29,902,2024-06-07,517.88
790,42,623,2024-04-20,757.76
791,41,487,2024-07-18,327.85
792,21,307,2024-03-12,496.06
793,8,184,2024-04-15,649.02
794,37,652,2024-03-06,819.62
795,45,908,2024-06-06,437.79
796,8,850,2024-02-06,472.21
797,34,119,2024-08-01,242.14
798,42,159,2024-09-09,851.55
799,10,554,2024-05-05,386.48
800,33,306,2024-02-14,142.76
801,40,619,2024-05-17,985.48
802,36,391,2024-07-20,668.94
803,37,880,2024-10-21,693.79
804,44,953,2024-06-01,559.05
805,17,424,2024-06-09,982.34
806,26,450,2024-05-01,245.42
807,39,770,2024-11-04,309.26
808,4,938,2024-09-20,411.64
809,9,280,2024-12-10,935.88
810,47,731,2024-06-19,417.35
811,26,152,2024-04-26,922.72
812,4,405,2024-12-10,696.08
813,4,450,2024-09-21,734.12
814,18,868,2024-07-05,194.22
815,30,495,2024-03-23,180.66
816,13,41,2024-04-15,914.5
817,22,540,2024-04-15,637.53
818,11,127,2024-08-31,196.57
819,26,419,2024-03-07,496.25
820,23,573,2024-06-16,485.3
